CL;AI;Aisén del General Carlos Ibáñez del Campo;Region
CL;AN;Antofagasta;Region
CL;AR;Araucanía;Region
CL;AT;Atacama;Region
CL;BI;Bío-Bío;Region
CL;CO;Coquimbo;Region
CL;LI;Libertador General Bernardo O'Higgins;Region
CL;LL;Los Lagos;Region
CL;MA;Magallanes;Region
CL;ML;Maule;Region
CL;RM;Región Metropolitana de Santiago;Region
CL;TA;Tarapacá;Region
CL;VS;Valparaíso;Region
