AU;CT;Australian Capital Territory;Territory
AU;NS;New South Wales;State
AU;NT;Northern Territory;Territory
AU;QL;Queensland;State
AU;SA;South Australia;State
AU;TS;Tasmania;State
AU;VI;Victoria;State
AU;WA;Western Australia;State
