BO;B;El Beni;Department
BO;C;Cochabamba;Department
BO;H;Chuquisaca;Department
BO;L;La Paz;Department
BO;N;Pando;Department
BO;O;Oruro;Department
BO;P;Potosí;Department
BO;S;Santa Cruz;Department
BO;T;Tarija;Department
