FM;;.MICRONESIA; FEDERATED STATES OF;;;;;;;;
FM;TKK;Chuuk (ex Truk);Chuuk (ex Truk);;1--4----;AI;9506;;;
FM;FSI;Faisi;Faisi;;1-------;QQ;8103;;;
FM;KSA;Kosrae (ex Kusaie);Kosrae (ex Kusaie);;1--4----;AI;9601;;;
FM;PNI;Pohnpei (ex Ponape);Pohnpei (ex Ponape);;1--4----;AI;9601;;;
FM;;Truk = Chuuk;Truk = Chuuk;;;;;;;
FM;ULI;Ulithi;Ulithi;;0-------;AI;9912;;;
FM;YAP;Yap;Yap;;1--4----;AI;9601;;;
