VC;;.SAINT VINCENT AND THE GRENADINES;;;;;;;;
VC;CRP;Camden Park;Camden Park;;--3-----;RL;0201;;1310N 06114W;
VC;GRG;Georgetown;Georgetown;;1-3--6--;RQ;0607;;1316N 06107W;
VC;KTN;Kingstown;Kingstown;;1--45---;RL;0212;;1308N 06113W;
VC;MQS;Mustique Island;Mustique Island;;1--4----;AI;9501;;;
VC;BQU;Port Elizabeth; Bequia;Port Elizabeth; Bequia;;1-34----;AI;0207;;1300N 06113W;
VC;SVD;St Vincent;St Vincent;;1--4----;AI;9501;;;
VC;UNI;Union Island;Union Island;;1--4----;AI;9501;;;
