GU;;.GUAM;;;;;;;;
GU;AGA;Agana;Agana;;--3-----;RQ;9501;;;
GU;APR;Apra (Agana);Apra (Agana);;1-------;RQ;9506;;;
GU;DED;Dededo;Dededo;;--3-----;RQ;9501;;;
GU;GUM;Guam;Guam;;1--45---;AI;9601;;;
