BT;;.BHUTAN;;;;;;;;
BT;PBH;Paro;Paro;;---4----;AI;9912;;;
BT;PHU;Phuntsholing;Phuntsholing;;----5---;AI;9808;;;
BT;THI;Thimbu;Thimbu;;--3-5---;QQ;9401;QJC;;
