CX;;.CHRISTMAS ISLAND;;;;;;;;
CX;XCH;Christmas Island;Christmas Island;;---45---;AI;9601;;;
CX;FFC;Flying Fish Cove;Flying Fish Cove;;0-------;RQ;9506;;;
