IS;;.ICELAND;;;;;;;;
IS;AKR;Akranes;Akranes;;1-------;AC;9601;;;
IS;AKU;Akureyri;Akureyri;;1-------;AC;9601;;;
IS;AEY;Akureyri Apt;Akureyri Apt;;---4----;AC;9601;;;
IS;ASS;Arskogssandur;Arskogssandur;;1-------;AI;0201;;6556N 01822W;
IS;BAK;Bakkafjördur;Bakkafjordur;;1-------;AC;0212;;6602N 01448W;
IS;BIL;Bildudalur - høfn;Bildudalur - hofn;;1-------;AC;9601;;;
IS;BIU;Bildudalur Apt;Bildudalur Apt;;---4----;AC;9601;;;
IS;BLO;Blonduos;Blonduos;;1--4----;AC;9601;;;
IS;BOL;Bolungarvik;Bolungarvik;;1-34----;AC;0207;;6608N 02315W;
IS;BOV;Bolungarvirk;Bolungarvirk;;--3-----;RL;0207;;6610N 02313W;
IS;BOI;Bordeyri;Bordeyri;;1-------;AC;9601;;;
IS;BGJ;Borgarfjørdur eystri;Borgarfjordur eystri;;1-------;AC;9703;;;
IS;BOR;Borgarnes;Borgarnes;;1-------;AC;9601;;;
IS;BRE;Breiddalsvik;Breiddalsvik;;1-------;AC;9601;BXV;;
IS;BUD;Budardalur;Budardalur;;1-------;AC;9601;;;
IS;BUD;Budir;Budir;;1-------;AC;9601;;;
IS;DAL;Dalvík;Dalvik;;1-------;AC;0212;;6558N 01832W;
IS;DPV;Djupavik;Djupavik;;1-------;AC;9601;;;
IS;DJU;Djúpivogur;Djupivogur;;1--4----;AC;0212;;6439N 01417W;
IS;DRA;Drangsnes;Drangsnes;;1-------;AC;9601;;;
IS;EGS;Egilsstadir;Egilsstadir;;---4----;AC;9601;;;
IS;ESK;Eskifjørdur - høfn;Eskifjordur - hofn;;1-------;AC;9601;;;
IS;EFJ;Eskifjørdur Apt;Eskifjordur Apt;;---4----;AC;9601;;;
IS;FAG;Fagurholsmyri;Fagurholsmyri;;---4----;AC;9601;;;
IS;FAS;Faskrudsfjørdur;Faskrudsfjordur;;1--4----;AC;9601;;;
IS;FLA;Flateyri;Flateyri;;1-------;AC;9601;FLI;;
IS;FLI;Flateyri Apt;Flateyri Apt;;---4----;AC;9601;;;
IS;GRB;Gardabaer;Gardabaer;;1-------;AI;0201;;6405N 01256W;
IS;GRD;Gardur;Gardur;;1-------;AI;0201;;;
IS;GJR;Gjogur;Gjogur;;---4----;AC;9601;;;
IS;GRE;Grenivík;Grenivik;;1-------;AC;0212;;6557N 01811W;
IS;GRY;Grimsey;Grimsey;;---4----;AC;9601;;;
IS;GRI;Grindavík;Grindavik;;1-------;AC;0212;;6350N 02226W;
IS;GRF;Grundarfjørdur;Grundarfjordur;;1-------;AC;9601;GUU;;
IS;GRT;Grundartangi;Grundartangi;;1-------;AC;9601;;;
