KN;;.SAINT KITTS AND NEVIS;;;;;;;;
KN;BAS;Basseterre; St Kitts;Basseterre; St Kitts;;1---5---;AI;9401;;;
KN;NEV;Charlestown; Nevis;Charlestown; Nevis;;1--4----;AI;9601;;;
KN;NEV;Nevis;Nevis;;1--4----;AI;9601;;;
KN;SKB;St Kitts;St Kitts;;---45---;AI;9601;;;
