MS;;.MONTSERRAT;;;;;;;;
MS;LTB;Little Bay;Little Bay;;--3-----;RQ;0002;;;
MS;MNI;Montserrat;Montserrat;;---4----;AI;9601;;;
MS;PLY;Plymouth;Plymouth;;1---5---;RQ;9506;;;
