KR;;.KOREA; REPUBLIC OF;;;;;;;;
KR;ADG;Andong;Andong;47;-23-----;AF;0601;;3633N 12843E;
KR;ASN;Ansan;Ansan;41;-23-----;AF;0507;;3719N 12649E;
KR;ASG;Anseong;Anseong;41;-23-----;AF;0507;;3700N 12716E;
KR;ANS;Ansung;Ansung;41;--3-----;XX;0701;;;cf KR ASG
KR;ANY;Anyang;Anyang;41;-23-----;AF;0507;QYA;3723N 12655E;
KR;ASA;Asan;Asan;44;-23-----;AF;0507;;3647N 12700E;
KR;BAA;BALAN/Hwaseoung;BALAN/Hwaseoung;41;--3-----;AF;0601;;3728N 12651E;
KR;BEN;Boeun-gun;Boeun-gun;43;-23-----;AF;0601;;3629N 12743E;
KR;BDE;Bongdong-eup/Wanju-gun;Bongdong-eup/Wanju-gun;45;--3--6--;AF;0601;;3556N 12709E;
KR;BHA;Bonghwa-gun;Bonghwa-gun;47;-23-----;AF;0601;;3614N 12843E;
KR;BOR;Boryeong;Boryeong;44;123-----;AF;0601;;3619N 12630E;
KR;BSG;Boseong-gun;Boseong-gun;46;-23-----;AF;0601;;3446N 12748E;
KR;BAN;Buan-gun;Buan-gun;45;-23-----;AF;0601;;3543N 12644E;
KR;BCN;Bucheon;Bucheon;41;-23-----;AF;0601;;3730N 12645E;
KR;BJJ;Bukjeju-gun;Bukjeju-gun;49;--3-----;AF;0601;;3329N 12630E;
KR;BUK;Bupyong/Incheon;Bupyong/Incheon;28;123-----;RL;0601;;3730N 12908E;
KR;PUS;Busan;Busan;26;12345---;AF;0507;;3508N 12903E;
KR;BYO;Buyeo-gun;Buyeo-gun;44;-23-----;AF;0601;;3616N 12654E;
KR;CNG;Changnyeong-gun;Changnyeong-gun;48;-23-----;AF;0601;;3532N 12829E;
KR;CHW;Changwon;Changwon;48;-23-----;AF;0601;;3513N 12840E;
KR;CHO;Cheonan;Cheonan;44;-23-----;AF;0507;;3648N 12709E;
KR;CDO;Cheongdo-gun;Cheongdo-gun;47;-23-----;AF;0601;;3538N 12844E;
KR;CJJ;Cheongju Apt;Cheongju Apt;43;--34----;AI;0601;;3642N 12729E;
KR;CSG;Cheongsong-gun;Cheongsong-gun;47;-23-----;AF;0601;;3626N 12925E;
KR;CWO;Cheongwon-gun;Cheongwon-gun;43;-23-----;AF;0601;;3638N 12729E;
KR;CYG;Cheongyang-gun;Cheongyang-gun;44;-23-----;AF;0601;;3627N 12648E;
KR;CWN;Cheorwon-gun;Cheorwon-gun;42;-23-----;AF;0601;;3815N 12713E;
KR;CGK;Chilgok-gun;Chilgok-gun;47;-23-----;AF;0601;;3559N 12824E;
KR;CUC;Chonan;Chonan;44;-23-----;RL;0701;;3648N 12709E;
KR;COJ;Chongju;Chongju;43;-23-----;RL;0601;;3638N 12729E;
KR;CHN;Chonju;Chonju;45;-234----;AI;0507;;3549N 12708E;
KR;CHI;Chonui/Yeongi-gun;Chonui/Yeongi-gun;44;-23--6--;RL;0601;;3640N 12712E;
KR;CHC;Chuncheon;Chuncheon;42;-23-----;AF;0507;;3752N 12745E;
KR;CHU;Chungju;Chungju;43;-23-----;AF;0507;QUN;3658N 12755E;
KR;DBL;Daebul/Yeongam-gun;Daebul/Yeongam-gun;46;123-----;AF;0601;;3445N 12626E;
KR;QET;Daedeok/Dawjeon;Daedeok/Dawjeon;30;--34----;AI;0601;;3623N 12722E;
KR;TAE;Daegu;Daegu;27;-234----;AF;0507;;3552N 12835E;
KR;TJN;Daejeon;Daejeon;30;-23-----;AF;0507;QTW;3619N 12725E;
KR;TSN;Daesan/Seosan;Daesan/Seosan;44;1-------;AF;0601;;3700N 12622E;
KR;DSG;Dalseong-gun/Daegu;Dalseong-gun/Daegu;27;-23-----;AF;0601;;3549N 12833E;
KR;DYA;Damyang-gun;Damyang-gun;46;-23-----;AF;0601;;3519N 12659E;
KR;TJI;Dangjin-gun;Dangjin-gun;44;1-------;AF;0601;;3658N 12647E;
KR;DYG;Danyang-gun;Danyang-gun;43;-23-----;AF;0601;;3659N 12821E;
KR;DDO;Dokdo;Dokdo;47;1-------;AF;0507;;3714N 13151E;
KR;DDC;Dongducheon;Dongducheon;41;-23-----;AF;0601;;3754N 12733E;
KR;TGH;Donghae;Donghae;42;123-----;AF;0601;;3729N 12907E;
KR;DRS;Dorasan/Paju;Dorasan/Paju;41;-23-----;AF;0601;;3745N 12646E;
KR;ESG;Eumseong-gun;Eumseong-gun;43;-23-----;AF;0601;;3656N 12741E;
KR;KCN;Gamcheon/Busan;Gamcheon/Busan;26;1-------;AF;0601;;3505N 12900E;
KR;GHA;Ganghwa-gun/Incheon;Ganghwa-gun/Incheon;28;-23-----;AF;0601;;3744N 12629E;
KR;GJN;Gangjin-gun;Gangjin-gun;46;-23-----;AF;0601;;3547N 12646E;
KR;KAG;Gangneung;Gangneung;42;-234----;AF;0507;;3745N 12854E;
KR;GPG;Gapyeong-gun;Gapyeong-gun;41;-23-----;AF;0601;;3749N 12730E;
KR;GCH;Geochang-gun;Geochang-gun;48;-23-----;AF;0601;;3541N 12754E;
KR;JGE;Geoje;Geoje;48;---4----;AI;0607;;3454N 12841E;
KR;KJE;Geoje;Geoje;48;1-3-----;AF;0607;;3451N 12835E;
KR;GSA;Geumsan-gun;Geumsan-gun;44;-23-----;AF;0601;;3647N 12729E;
KR;GJG;Gijang-gun/Busan;Gijang-gun/Busan;26;-23-----;AF;0601;;3515N 12912E;
KR;KMC;Gimcheon;Gimcheon;47;-23-----;AF;0507;;3607N 12806E;
