CA;AB;Alberta;Province
CA;BC;British Columbia;Province
CA;MB;Manitoba;Province
CA;NB;New Brunswick;Province
CA;NL;Newfoundland and Labrador;Province
CA;NS;Nova Scotia;Province
CA;NT;Northwest Territories;Territory
CA;NU;Nunavut;Territory
CA;ON;Ontario;Province
CA;PE;Prince Edward Island;Province
CA;QC;Quebec;Province
CA;SK;Saskatchewan;Province
CA;YT;Yukon Territory;Territory
