ID;;.INDONESIA;;;;;;;;
ID;BUW;Baubau; Butung;Baubau; Butung;;---4----;QQ;8103;;;
ID;BCH;Baucau;Baucau;;---4----;AI;0001;;;
ID;BEK;Bekapai Terminal;Bekapai Terminal;;1-------;RQ;9506;;;
ID;BKA;Bekasi;Bekasi;;--3-----;RQ;0101;;;
ID;BLW;Belawan; Sumatra;Belawan; Sumatra;;1-------;QQ;8103;;;
ID;BLV;Beliling;Beliling;;1-------;QQ;8103;;;
ID;BLT;Belitung;Belitung;;1-------;RL;0501;;0250S 10755E;
ID;BEN;Benete;Benete;;1-------;RL;0212;;0852S 11643E;
ID;BKI;Bengkalis; St;Bengkalis; St;;0-------;RQ;9506;;;
ID;BKS;Bengkulu; Sumatra;Bengkulu; Sumatra;;1--4----;AI;9506;;;
ID;BOA;Benoa; Bali;Benoa; Bali;;1-------;QQ;8103;;;
ID;BEJ;Berau;Berau;;---4----;AI;9601;;;
ID;BIK;Biak; Irian Jaya;Biak; Irian Jaya;;1--4----;AI;9601;;;
ID;BMT;Bima Terminal; Jv;Bima Terminal; Jv;;1-------;RQ;9506;;;
ID;BMU;Bima; Sb;Bima; Sb;;1--4----;AI;9506;;;
ID;NTI;Bintuni;Bintuni;;---4----;AI;9601;;;
ID;BIR;Biringkassi;Biringkassi;;1-------;RQ;0212;;0449S 11929E;
ID;BIT;Bitung; Sulawesi;Bitung; Sulawesi;;1-------;QQ;8103;;;
ID;BLL;Blang Lancang; St;Blang Lancang; St;;1-------;RQ;9506;;;
ID;BLI;Blinju; Banka;Blinju; Banka;;1-------;RQ;9506;;;
ID;BOG;Bogor;Bogor;;--3-----;RQ;0101;;;
ID;BUI;Bokondini;Bokondini;;---4----;AI;9601;;;
ID;BJG;Bolaang;Bolaang;;---4----;AI;0001;;;
ID;BNG;Bonggala;Bonggala;;1-------;RQ;8103;;;
ID;BXT;Bontang; Kl;Bontang; Kl;;1--4----;RQ;9506;;;
ID;BUN;Buatan;Buatan;;0-------;RQ;9506;;;
ID;BUA;Bula;Bula;;1-------;RQ;9506;;;
ID;BUG;Buleleng; Bali;Buleleng; Bali;;1-------;RQ;9506;;;
ID;UOL;Buol;Buol;;---4----;AI;0001;;;
ID;CSA;Cape Sago;Cape Sago;;1-------;RQ;8103;;;
ID;CEB;Celukan Bawang; Bl;Celukan Bawang; Bl;;1-------;RQ;9506;;;
ID;CEN;Cengkareng;Cengkareng;;--3---7-;RL;0501;;0609S 10643E;
ID;CIG;Cigading;Cigading;;1-------;RQ;9506;;;
ID;CIK;Cikampek;Cikampek;;--3-----;RL;0307;;0624S 10727E;
ID;CXP;Cilacap (Tjilatjap);Cilacap (Tjilatjap);;1-34----;AI;0401;;0744S 10900E;
ID;CDK;Cilandak;Cilandak;;--3-----;RL;0701;;0617S 10647E;
ID;CIN;Cinta; Java;Cinta; Java;;1-------;QQ;8103;;;
ID;CTT;Ciputat;Ciputat;;--3-----;RQ;0101;;;
ID;CBN;Cirebon (Tjeribon);Cirebon (Tjeribon);;1-34----;AI;0401;;0644S 10834E;
ID;CIW;Ciwandan;Ciwandan;;1-------;RQ;9901;;;
ID;DAS;Dabo; Singkep Isl;Dabo; Singkep Isl;;1-3-----;RL;0401;;0030S 10433E;
ID;DMA;Demta;Demta;;1-3-----;RL;0401;;0220S 14008E;
ID;DPS;Denpasar; Bali;Denpasar; Bali;;--345---;AI;0507;;0839S 11513E;
ID;DIV;Diviematra;Diviematra;;1-------;RQ;8103;;;
ID;DJA;Djankar;Djankar;;1-------;RQ;9506;;;
ID;DOB;Dobo;Dobo;;1--4----;RL;0212;;0545S 13413E;
ID;DOG;Donggi;Donggi;;1-3-----;RL;0401;;0132S 12215E;
ID;DUM;Dumai; Sumatra;Dumai; Sumatra;;1--4----;AI;9601;;;
ID;EWI;Enarotali;Enarotali;;---4----;AI;9601;;;
ID;ENE;Ende; Flores;Ende; Flores;;---4----;QQ;8103;;;
ID;EWE;Ewer;Ewer;;---4----;AI;0001;;;
ID;FKQ;Fak Fak; Irian Jaya;Fak Fak; Irian Jaya;;1--4----;AI;9601;;;
ID;GAG;Gag Island;Gag Island;;--3-----;RQ;9501;;;
ID;GLX;Galela; Halmahera;Galela; Halmahera;;---4----;QQ;8103;;;
ID;GEB;Gebe;Gebe;;--34----;RQ;9506;;;
ID;GIL;Gilimanuk; Bali;Gilimanuk; Bali;;1-------;QQ;8103;;;
ID;GTO;Gorontalo; Sulawesi;Gorontalo; Sulawesi;;1--4----;AI;9601;;;
ID;GRE;Gresik; Java;Gresik; Java;;1-------;QQ;8103;;;
ID;GNS;Gunung Sitoli; St;Gunung Sitoli; St;;1--4----;RQ;9506;;;
ID;ILA;Illaga;Illaga;;---4----;AI;9601;;;
ID;JKT;Jakarta; Java;Jakarta; Java;;12345---;AI;0407;;0608S 10650E;
ID;DJB;Jambi; Sumatra;Jambi; Sumatra;;1--4----;AI;9601;;;
ID;JBG;Jatibarang;Jatibarang;;--3-----;RQ;0101;;;
ID;JTH;Jatitujuh;Jatitujuh;;--3-----;RQ;0101;;;
ID;DJJ;Jayapura; Irian Jaya;Jayapura; Irian Jaya;;1-345---;AI;0307;;0232S 14042E;
ID;JEM;Jember;Jember;;--3-----;RL;0001;;;
ID;KAB;Kabil;Kabil;;--3-----;RL;0201;;0103N 10408E;
ID;KAH;Kahayan Bay;Kahayan Bay;;1-------;RQ;8103;;;
ID;KNG;Kaimana; Irian Jaya;Kaimana; Irian Jaya;;---4----;QQ;8103;;;
ID;KJN;Kajang;Kajang;;--3-----;RL;9811;;;
ID;KBH;Kalabahi;Kalabahi;;1-3-----;RL;0401;;0813S 12431E;
ID;KSO;Kalbut Situbondo;Kalbut Situbondo;;1-3---7-;RL;0401;;0737S 11353E;
ID;KAT;Kalianget;Kalianget;;0-------;RQ;9506;;;
ID;KLT;Kaltim;Kaltim;;1-------;RQ;8103;;;
ID;KAM;Kambunong; Celebes;Kambunong; Celebes;;1-------;RQ;8103;;;
ID;KRG;Kariangau;Kariangau;;1-------;RQ;0212;;0110S 11647E;
ID;KAR;Karosa; Sulawesi;Karosa; Sulawesi;;1-------;QQ;8103;;;
ID;KBF;Karubaga;Karubaga;;---4----;AI;0001;;;
ID;KAS;Kasim; Ij;Kasim; Ij;;1-------;RQ;9506;;;
ID;KSE;Kassue;Kassue;;1-------;RL;0212;;0659S 13913E;
ID;KEQ;Kebar;Kebar;;---4----;AI;9601;;;
ID;KEA;Keisah;Keisah;;---4----;AI;0001;;;
ID;LLN;Kelila;Kelila;;---4----;AI;0001;;;
ID;KLQ;Keluang;Keluang;;---4----;AI;0001;;;
ID;KEM;Kempo; Sb;Kempo; Sb;;1-------;RQ;9506;;;
ID;KDI;Kendari; Sulawesi;Kendari; Sulawesi;;1--4----;AI;9601;;;
ID;KEI;Kepi;Kepi;;---4----;AI;9601;;;
ID;KRC;Kerinci;Kerinci;;---4----;AI;0001;;;
ID;KTG;Ketapang; Kl;Ketapang; Kl;;1--4----;AI;9506;;;
ID;KID;Kidjang; Bintan;Kidjang; Bintan;;1-------;QQ;8103;;;
ID;KMM;Kimam;Kimam;;---4----;AI;9601;;;
ID;KOJ;Koja;Koja;;1-3--6--;RL;0407;;0618S 10623E;
ID;KOX;Kokonao;Kokonao;;---4----;AI;0001;;;
ID;KNL;Kolonodale;Kolonodale;;--3-----;RL;0401;;0158S 12120E;
ID;KCI;Kon;Kon;;---4----;AI;0001;;;
ID;KOD;Kotabangun;Kotabangun;;---4----;AI;0001;;;
ID;KBU;Kotabaru;Kotabaru;;---4----;AI;0001;;;
ID;KPN;Kotapinang; Baru;Kotapinang; Baru;;1-------;RQ;8103;;;
ID;ENO;Kuala Enok;Kuala Enok;;1-------;RQ;0212;;0032S 10324E;
ID;KKA;Kuala Kapuas; Kl;Kuala Kapuas; Kl;;1-------;RQ;9506;;;
ID;KMA;Kuala Mandah; Sumatra;Kuala Mandah; Sumatra;;1-------;QQ;8103;;;
ID;KUA;Kualalangsa;Kualalangsa;;1-------;RL;0212;;0432N 09801E;
ID;KTJ;Kualatanjung;Kualatanjung;;1-3-----;RL;0407;;0321N 09929E;
ID;KTK;Kualatungkal;Kualatungkal;;--3-----;RL;0201;;0048S 10328E;
ID;KUM;Kumai;Kumai;;1-3-----;RL;0212;;0244S 11143E;
ID;KKB;Kunak; Borneo;Kunak; Borneo;;1-------;RQ;8103;;;
ID;KOE;Kupang; Timor;Kupang; Timor;;1--4----;AI;9601;;;
ID;LBJ;Labuanbajo;Labuanbajo;;--3-----;RL;0201;;0003S 12002E;
ID;LAH;Labuha; Molucas;Labuha; Molucas;;1-34----;AI;0401;;0037S 12729E;
ID;LAJ;Labuhan;Labuhan;;--3-----;RL;0401;;0622S 10550E;
ID;LAT;Lalang Terminal; St;Lalang Terminal; St;;1-------;RQ;9506;;;
ID;LUV;Langgur;Langgur;;---4----;AI;9601;;;
ID;LAS;Langsa; Sumatra;Langsa; Sumatra;;1-------;QQ;8103;;;
ID;LKA;Larantuka;Larantuka;;---4----;AI;9601;;;
ID;LRT;Larat;Larat;;--3-----;RL;9805;;;
ID;LLA;Lawe-Lawe; Kl;Lawe-Lawe; Kl;;1-------;RQ;9506;;;
ID;LHI;Lereh;Lereh;;---4----;AI;0001;;;
ID;LWE;Lewoleba;Lewoleba;;---4----;AI;0001;;;
ID;LSX;Lhok Sukon;Lhok Sukon;;---4----;AI;0001;;;
ID;LHK;Lhoknga;Lhoknga;;--3-----;RQ;9506;;;
ID;LSW;Lhokseumawe;Lhokseumawe;;1-34----;AI;0307;;0510N 09708E;
ID;LIF;Lifamatola;Lifamatola;;1-------;RQ;8103;;;
ID;LBM;Lobam;Lobam;;1-3-----;RL;0601;;0100N 10416E;
ID;LMB;Lombok Strait;Lombok Strait;;0-------;RQ;9506;;;
ID;LPU;Long Apung;Long Apung;;---4----;AI;0001;;;
ID;LBW;Long Bawan;Long Bawan;;---4----;AI;0001;;;
ID;LYK;Lunyuk;Lunyuk;;---4----;AI;0001;;;
ID;LUW;Luwuk;Luwuk;;1--4----;AI;9601;;;
ID;MDR;Madura Terminal;Madura Terminal;;1-------;RL;0201;;0651S 11257E;
ID;MAJ;Majene; Sv;Majene; Sv;;1-------;RQ;9506;;;
ID;MAK;Makassar;Makassar;;1-3-----;RL;0307;;0507S 11924E;
ID;MLG;Malang;Malang;;--34----;AI;0001;;;
ID;MPT;Maliana;Maliana;;---4----;AI;0001;;;
ID;MLI;Malili; Sulawesi;Malili; Sulawesi;;1-------;QQ;8103;;;
ID;MJU;Mamuju;Mamuju;;1--4----;AI;9601;;;
ID;MDC;Manado;Manado;;1--45---;AI;9601;;;
ID;MAN;Manggar;Manggar;;0-------;RQ;9506;;;
ID;MGB;Manggis;Manggis;;1-3-----;RL;0401;;0829S 11531E;
ID;MKJ;Mangkajang;Mangkajang;;1-------;RL;0407;;0208N 11744E;
ID;MAL;Mangole;Mangole;;1--4----;AI;9601;;;
ID;MJY;Mangunjaya;Mangunjaya;;---4----;AI;0001;;;
ID;MKW;Manokwari; Irian Jaya;Manokwari; Irian Jaya;;1--4----;AI;9601;;;
ID;MNT;Mantang; Riau;Mantang; Riau;;1-------;QQ;8103;;;
ID;MSI;Masalembo;Masalembo;;---4----;AI;0001;;;
ID;MXB;Masamba;Masamba;;---4----;AI;9601;;;
ID;MWK;Matak;Matak;;---4----;AI;0001;;;
ID;AMI;Mataram;Mataram;;---4----;AI;0001;;;
ID;MOF;Maumere; Flores;Maumere; Flores;;1--4----;AI;9601;;;
ID;MES;Medan; Sumatra;Medan; Sumatra;;1--45---;AI;9601;;;
ID;MNA;Melonguanne;Melonguanne;;--34----;AI;0207;;0400N 12641E;
ID;MRK;Merak; Java;Merak; Java;;1-------;QQ;8103;;;
ID;MRB;Merantibunting; Sumatra;Merantibunting; Sumatra;;1-------;RQ;8103;;;
ID;MKQ;Merauke; Irian Jaya;Merauke; Irian Jaya;;1--4----;AI;9601;;;
ID;RDE;Merdey;Merdey;;---4----;AI;0001;;;
ID;MEQ;Meulaboh; Sumatra;Meulaboh; Sumatra;;1--4----;AI;9601;;;
ID;MDP;Mindiptana;Mindiptana;;---4----;AI;9601;;;
ID;ONI;Moanamani;Moanamani;;---4----;AI;9601;;;
ID;OZI;Morotai I;Morotai I;;---4----;AI;0001;;;
ID;MUB;Muara Berau;Muara Berau;;1-------;RQ;8103;;;
ID;MUD;Muara Djawa;Muara Djawa;;1-------;RQ;8103;;;
ID;MUP;Muara Pegah;Muara Pegah;;1-------;RQ;8103;;;
ID;MPC;Muko-Muko;Muko-Muko;;---4----;AI;0001;;;
ID;LII;Mulia;Mulia;;---4----;AI;9601;;;
ID;MUO;Muntok; Banka;Muntok; Banka;;1-------;QQ;8103;;;
ID;MRI;Musi River; Sumatra;Musi River; Sumatra;;1-------;RQ;9506;;;
ID;MUF;Muting;Muting;;---4----;AI;9601;;;
ID;MTU;Muturi;Muturi;;1-------;RQ;8103;;;
ID;NBX;Nabire;Nabire;;---4----;AI;9601;;;
ID;NAH;Naha;Naha;;---4----;AI;9601;;;
ID;NAM;Namlea;Namlea;;---4----;AI;9601;;;
ID;NRE;Namrole;Namrole;;---4----;AI;0001;;;
ID;NPO;Nangapinoh;Nangapinoh;;---4----;AI;0001;;;
ID;NTX;Natuna Ranai;Natuna Ranai;;---4----;AI;0001;;;
ID;NPL;North Pulau Laut;North Pulau Laut;;1-------;RQ;0212;;0313S 11616E;
ID;FOO;Numfoor;Numfoor;;---4----;AI;9601;;;
ID;NNX;Nunukan;Nunukan;;1--4----;AI;9601;;;
ID;OBD;Obano;Obano;;---4----;AI;0001;;;
ID;OBI;Obi Island;Obi Island;;1-------;RQ;9506;;;
ID;OEC;Ocussi;Ocussi;;---4----;AI;0001;;;
ID;OKQ;Okaba; Irian Jaya;Okaba; Irian Jaya;;---4----;QQ;8103;;;
ID;OKL;Oksibil;Oksibil;;---4----;AI;0001;;;
ID;OJA;Olah Jasa Andal/Jakarta;Olah Jasa Andal/Jakarta;;1-------;RQ;0407;;;
ID;OLO;Olee Lheue;Olee Lheue;;1-------;QQ;8103;;;
ID;ORA;Oransbari;Oransbari;;-23-----;RL;0212;;0121S 13416E;
ID;PDG;Padang;Padang;;1234----;AI;0501;;0057S 10021E;
ID;PAG;Pagatan; Kalimantan;Pagatan; Kalimantan;;1-------;QQ;8103;;;
ID;PGA;Pagerungan;Pagerungan;;1-----7-;RQ;0401;;0655S 11555E;
ID;PAI;Paiton;Paiton;;--3-----;RL;0401;;0743S 11330E;
ID;PKY;Palangkaraya;Palangkaraya;;---4----;AI;0001;;;
ID;PPO;Palapo; Sulawesi;Palapo; Sulawesi;;1-------;RL;0401;;0305S 12014E;
ID;PLM;Palembang; Sumatra;Palembang; Sumatra;;1--4----;AI;9601;;;
ID;PBW;Palibelo;Palibelo;;---4----;AI;0001;;;
ID;PAL;Palu;Palu;;1-3-----;RL;0105;;0053S 11951E;
ID;PNN;Pamanukan; Java;Pamanukan; Java;;1-------;QQ;8103;;;
ID;PRN;Panarukan; Java;Panarukan; Java;;1-------;QQ;8103;;;
ID;PJM;Pandjung Mani;Pandjung Mani;;1-------;RQ;8103;;;
ID;PGX;Pangkal Balam; Banka;Pangkal Balam; Banka;;1-------;QQ;8103;;;
ID;PKR;Pangkalan Brandan; Sumatra;Pangkalan Brandan; Sumatra;;1-------;QQ;8103;;;
ID;PKS;Pangkalan Susu; Sumatra;Pangkalan Susu; Sumatra;;1-------;QQ;8103;;;
ID;PKN;Pangkalanbuun;Pangkalanbuun;;1--4----;AI;9601;;;
ID;PGK;Pangkalpinang; Banka;Pangkalpinang; Banka;;1-------;QQ;8103;;;
ID;PNJ;Panjang;Panjang;;1-------;RQ;9506;;;
ID;PJG;Panjang (Lampung; Sumatra);Panjang (Lampung; Sumatra);;-2------;RQ;9506;;;
ID;PTL;Pantoloan; Sv;Pantoloan; Sv;;1-------;RQ;9506;;;
ID;PAP;Pare Pare;Pare Pare;;0-------;RQ;9506;;;
ID;PAS;Pasir Panjang;Pasir Panjang;;1-------;QQ;8103;;;
ID;PAZ;Pasuruan; Java;Pasuruan; Java;;123-----;RL;0207;;0738S 11254E;
ID;PEX;Pekalongan; Java;Pekalongan; Java;;1-------;QQ;8103;;;
ID;PKU;Pekanbaru; Sumatra;Pekanbaru; Sumatra;;---4----;QQ;8103;;;
ID;PEM;Pemangkat; Kl;Pemangkat; Kl;;0-------;RQ;9506;;;
ID;PDO;Pendopo;Pendopo;;---4----;AI;0001;;;
ID;PNG;Penuba;Penuba;;1-------;RQ;9506;;;
ID;PER;Perawang;Perawang;;0-------;RQ;9307;;;
ID;PWG;Perawang; Sumatra;Perawang; Sumatra;;1-------;RQ;9506;;;
ID;PLA;Plaju; Sumatra;Plaju; Sumatra;;1-3-----;RL;0207;;0259S 10448E;
ID;PUM;Pomalaa; Sulawesi;Pomalaa; Sulawesi;;1-34----;AI;0207;;0402S 12135E;
ID;PCB;Pondok Cabe;Pondok Cabe;;---4----;AI;0001;;;
ID;PNK;Pontianak; Kalimantan;Pontianak; Kalimantan;;1--45---;AI;9601;;;
ID;PMG;Port Meneng;Port Meneng;;1-------;QQ;8103;;;
ID;PTO;Port Okha;Port Okha;;0-------;RQ;9012;;;
ID;SGO;Port Segoro Fajar Satryo/Jakarta;Port Segoro Fajar Satryo/Jakarta;;1-------;RQ;0407;;;
ID;PSJ;Poso; Sulawesi;Poso; Sulawesi;;1--4----;AI;9601;;;
ID;PRO;Probolinggo; Java;Probolinggo; Java;;1-------;QQ;8103;;;
ID;PNT;Prointal; Jv;Prointal; Jv;;1-------;RQ;9506;;;
ID;PPS;Pulangpisau;Pulangpisau;;1-------;RQ;8103;;;
ID;PBJ;Pulau Bunyu;Pulau Bunyu;;1-3-----;RL;0401;;0018S 11552E;
ID;PUT;Pulau Laut;Pulau Laut;;1-------;RL;0201;;0317S 11609E;
ID;PPJ;Pulau Panjang;Pulau Panjang;;---4----;AI;0001;;;
ID;PSS;Pulau Sambu; Riau;Pulau Sambu; Riau;;1-------;QQ;8103;;;
ID;PUR;Purwakarta;Purwakarta;;--3-----;RL;0401;;0633S 10726E;
ID;PWL;Purwokerto;Purwokerto;;---4----;AI;0001;;;
ID;PSU;Putussibau;Putussibau;;---4----;AI;0001;;;
ID;RAQ;Raha;Raha;;---4----;AI;9601;;;
ID;RNI;Ranai;Ranai;;1-------;RL;0401;;0355N 10823E;
ID;RSK;Ransiki;Ransiki;;---4----;AI;0001;;;
ID;REM;Rembang;Rembang;;0-------;RQ;9506;;;
ID;RGT;Rengat; Sumatra;Rengat; Sumatra;;1--4----;AI;9601;;;
ID;RKI;Rokot;Rokot;;---4----;AI;0001;;;
ID;RTI;Roti;Roti;;---4----;AI;0001;;;
ID;RTG;Ruteng; Flores;Ruteng; Flores;;---4----;QQ;8103;;;
ID;SBG;Sabang; Sumatra;Sabang; Sumatra;;1-------;QQ;8103;;;
ID;SAD;Sadau; Borneo;Sadau; Borneo;;1-------;RQ;8103;;;
ID;SRI;Samarinda; Kalimantan;Samarinda; Kalimantan;;1--4----;AI;9601;;;
ID;SBS;Sambas; Kalimantan;Sambas; Kalimantan;;1-------;QQ;8103;;;
ID;SMQ;Sampit; Kalimantan;Sampit; Kalimantan;;1--4----;AI;9601;;;
ID;SQN;Sanana;Sanana;;---4----;AI;0001;;;
ID;SAN;Sanang; Celebes;Sanang; Celebes;;1-------;RQ;8103;;;
ID;SGQ;Sanggata;Sanggata;;---4----;AI;0001;;;
ID;SAE;Sangir;Sangir;;---4----;AI;0001;;;
ID;SKI;Sangkulirang; Kalimantan;Sangkulirang; Kalimantan;;1-------;QQ;8103;;;
ID;SAT;Santan Terminal; Kl;Santan Terminal; Kl;;1-------;RQ;9506;;;
ID;SAS;Sasayap;Sasayap;;1-------;RQ;8103;;;
ID;STU;Satui;Satui;;1-------;RL;9811;;;
ID;SXK;Saumlaki;Saumlaki;;---4----;AI;0001;;;
ID;SAU;Sawu;Sawu;;---4----;AI;0001;;;
ID;SEB;Sebangan Bay; Kalimantan;Sebangan Bay; Kalimantan;;1-------;QQ;8103;;;
ID;SEG;Segama; Borneo;Segama; Borneo;;1-------;RQ;8103;;;
ID;SKP;Sekupang;Sekupang;;1-3-----;RL;0401;;0108N 10356E;
ID;SPA;Selat Pandjang; Sumatra;Selat Pandjang; Sumatra;;1-------;QQ;8103;;;
ID;SMB;Semangka Bay; St;Semangka Bay; St;;1-------;RQ;9506;;;
ID;SRG;Semarang; Java;Semarang; Java;;1-345---;AI;9601;;;
ID;SEH;Senggeh;Senggeh;;---4----;AI;0001;;;
ID;ZEG;Senggo;Senggo;;---4----;AI;0001;;;
ID;SZH;Senipah;Senipah;;1---5---;AI;0501;;0057S 11709E;
ID;SPH;Senipah Terminal;Senipah Terminal;;1-------;RQ;9506;;;
ID;SER;Serang;Serang;;--3-----;RQ;0101;;;
ID;ZRI;Serui; Irian Jaya;Serui; Irian Jaya;;---4----;QQ;8103;;;
ID;SVP;Sevivara Point;Sevivara Point;;0-------;RQ;9012;;;
ID;SSI;Siak Sri Indrapura;Siak Sri Indrapura;;--3-----;RL;0201;;0046N 10204E;
ID;SIA;Siak Yechil; Riau;Siak Yechil; Riau;;1-------;QQ;8103;;;
ID;SIW;Sibisa;Sibisa;;---4----;AI;0001;;;
ID;SLG;Sibolga; Sumatra;Sibolga; Sumatra;;1-------;QQ;8103;;;
ID;SID;Sidangoli;Sidangoli;;1-3-----;RL;0212;;0054N 12729E;
ID;SNG;Sinabang;Sinabang;;1-3-----;RL;9805;;;
ID;NKD;Sinak;Sinak;;---4----;AI;0001;;;
ID;SKW;Singkawang; Kalimantan;Singkawang; Kalimantan;;1-------;QQ;8103;;;
ID;SIQ;Singkep Isl Apt;Singkep Isl Apt;;---4----;QQ;0307;;;
ID;SQG;Sintang;Sintang;;---4----;AI;0001;;;
ID;RKO;Sipora;Sipora;;---4----;AI;0001;;;
ID;CGK;Soekarno-Hatta Apt/Jakarta;Soekarno-Hatta Apt/Jakarta;;---4----;AI;9601;;;
ID;SKK;Soengei Kolak;Soengei Kolak;;1-------;RQ;8103;;;
ID;SOC;Solo City;Solo City;;---4----;AI;9601;;;
ID;SQR;Soroako;Soroako;;---4----;AI;9601;;;
ID;SOQ;Sorong;Sorong;;1--4----;AI;9601;;;
ID;ZKL;Steenkool;Steenkool;;---4----;AI;9601;;;
ID;UAI;Suai;Suai;;---4----;AI;0001;;;
ID;SWQ;Sumbawa;Sumbawa;;1--4----;AI;9601;;;
ID;SUP;Sumenep; Madura;Sumenep; Madura;;1--4----;AI;9601;;;
ID;SUG;Sungai Gerong; Sumatra;Sungai Gerong; Sumatra;;1-------;QQ;8103;;;
ID;SUQ;Sungai Guntung; Sumatra;Sungai Guntung; Sumatra;;1-------;QQ;8103;;;
ID;SEQ;Sungai Pakning; Sumatra;Sungai Pakning; Sumatra;;1--4----;AI;9601;;;
ID;SUB;Surabaya;Surabaya;;123456--;AI;0407;;0714S 11245E;
ID;SKT;Surakarta;Surakarta;;--3-----;RL;0201;;0734S 11049E;
ID;SUS;Susoh; Sumatra;Susoh; Sumatra;;1-------;QQ;8103;;;
ID;SSO;Susu;Susu;;1-------;RQ;9506;;;
ID;TAB;Taboneo;Taboneo;;1-------;RQ;0401;;0341S 11425E;
ID;TAX;Taliabu Island Apt; Moluccas;Taliabu Island Apt; Moluccas;;1--4----;AI;0307;;;
ID;TMC;Tambolaka;Tambolaka;;---4----;AI;0001;;;
ID;TTR;Tana Toraja;Tana Toraja;;---4----;AI;0001;;;
ID;TNB;Tanah Grogot;Tanah Grogot;;---4----;AI;0001;;;
ID;TMH;Tanahmerah; Kalimantan;Tanahmerah; Kalimantan;;---4----;QQ;8103;;;
ID;PDJ;Tandjang;Tandjang;;1-------;QQ;8103;;;
ID;TBT;Tandjung Batu; Riau;Tandjung Batu; Riau;;1-------;QQ;8103;;;
ID;TRG;Tangerang;Tangerang;;--3-----;RQ;0101;;;
ID;TJB;Tanjung Balai;Tanjung Balai;;1--45---;QQ;8103;;;
ID;TBA;Tanjung Bara; Kl;Tanjung Bara; Kl;;0-------;RQ;9506;;;
ID;TJQ;Tanjung Pandan;Tanjung Pandan;;1-34----;AI;0507;;0245S 10739E;
ID;TPN;Tanjung Pemancingan;Tanjung Pemancingan;;1-------;RQ;0407;;0311S 11616E;
ID;TNJ;Tanjung Pinang; Riau;Tanjung Pinang; Riau;;1--4----;AI;9601;;;
ID;TPP;Tanjung Priok;Tanjung Priok;;1-------;RQ;9012;;;
ID;TSX;Tanjung Santan;Tanjung Santan;;---4----;AI;0001;;;
ID;TSE;Tanjung Sekong; Jv;Tanjung Sekong; Jv;;1-------;RQ;9506;;;
ID;TJS;Tanjung Selor;Tanjung Selor;;---4----;AI;0001;;;
ID;TJG;Tanjung Warukin;Tanjung Warukin;;---4----;AI;0001;;;
ID;TJP;Tanjungperak;Tanjungperak;;1-3-----;RL;0607;;0712S 11243E;
ID;TAN;Tanjunguban;Tanjunguban;;1-3-----;RL;0401;;0103N 10414E;
ID;TPK;Tapaktuan; Sumatra;Tapaktuan; Sumatra;;---4----;QQ;8103;;;
ID;TRH;Tarahan;Tarahan;;1-3-----;RL;0401;;0534S 10522E;
ID;TRK;Tarakan; Kalimantan;Tarakan; Kalimantan;;1-------;QQ;8103;;;
ID;TAR;Tarjun;Tarjun;;1-------;RQ;0212;;0316S 11605E;
ID;TSY;Tasikmalaya;Tasikmalaya;;---4----;AI;0001;;;
