RW;;.RWANDA;;;;;;;;
RW;BTQ;Butare;Butare;;---4----;AI;0001;;;
RW;GYI;Gisenyi;Gisenyi;;---4----;AI;0001;;;
RW;KME;Kamembe;Kamembe;;---4----;AI;0001;;;
RW;KGL;Kigali;Kigali;;--345---;AI;9601;;;
RW;RHG;Ruhengeri;Ruhengeri;;---4----;AI;0001;;;
